0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:59:00 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:59:39 +0700] "GET /luceneweb/results.jsp?query=hi&maxresults=10 HTTP/1.1" 200 184908
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:05:03 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817703
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:06:01 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817793
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:09:48 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817853
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:10 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1819083
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:16 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817613
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:22 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817613
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:23 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:26 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 1817613
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:26 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:19:10:26 +0700] "GET /luceneweb/results.jsp?query=ku&maxresults=10 HTTP/1.1" 200 8206
